index,timestamp,LUX
290853,2022-09-01 00:00:28,65
290854,2022-09-01 00:01:28,68
290855,2022-09-01 00:02:28,68
290856,2022-09-01 00:03:28,65
290857,2022-09-01 00:04:28,64
290858,2022-09-01 00:05:28,66
290859,2022-09-01 00:06:28,67
290860,2022-09-01 00:07:28,67
290861,2022-09-01 00:08:28,68
290862,2022-09-01 00:09:28,66
290863,2022-09-01 00:10:28,67
290864,2022-09-01 00:11:28,71
290865,2022-09-01 00:12:28,67
290866,2022-09-01 00:13:28,69
290867,2022-09-01 00:14:28,68
290868,2022-09-01 00:15:28,69
290869,2022-09-01 00:16:28,69
290870,2022-09-01 00:17:28,70
290871,2022-09-01 00:18:28,71
290872,2022-09-01 00:19:28,70
290873,2022-09-01 00:20:28,70
290874,2022-09-01 00:21:28,68
290875,2022-09-01 00:22:28,72
290876,2022-09-01 00:23:28,70
290877,2022-09-01 00:24:28,68
290878,2022-09-01 00:25:28,70
290879,2022-09-01 00:26:28,70
290880,2022-09-01 00:27:28,69
290881,2022-09-01 00:28:28,69
290882,2022-09-01 00:29:30,69
290883,2022-09-01 00:30:30,70
290884,2022-09-01 00:31:30,70
290885,2022-09-01 00:32:30,70
290886,2022-09-01 00:33:30,69
290887,2022-09-01 00:34:30,72
290888,2022-09-01 00:35:30,72
290889,2022-09-01 00:36:30,6
290890,2022-09-01 00:37:30,6
290891,2022-09-01 00:38:30,8
290892,2022-09-01 00:39:30,7
290893,2022-09-01 00:40:30,7
290894,2022-09-01 00:41:30,7
290895,2022-09-01 00:42:30,7
290896,2022-09-01 00:43:30,7
290897,2022-09-01 00:44:30,7
290898,2022-09-01 00:45:30,7
290899,2022-09-01 00:46:30,7
290900,2022-09-01 00:47:30,7
290901,2022-09-01 00:48:30,7
290902,2022-09-01 00:49:30,7
290903,2022-09-01 00:50:30,7
290904,2022-09-01 00:51:30,7
290905,2022-09-01 00:52:30,7
290906,2022-09-01 00:53:30,7
290907,2022-09-01 00:54:33,7
290908,2022-09-01 00:55:33,6
290909,2022-09-01 00:56:33,7
290910,2022-09-01 00:57:33,7
290911,2022-09-01 00:58:33,7
290912,2022-09-01 00:59:33,7
290913,2022-09-01 01:00:33,7
290914,2022-09-01 01:01:33,6
290915,2022-09-01 01:02:33,7
290916,2022-09-01 01:03:33,0
290917,2022-09-01 01:04:33,0
290918,2022-09-01 01:05:33,0
290919,2022-09-01 01:06:33,0
290920,2022-09-01 01:07:33,0
290921,2022-09-01 01:08:33,0
290922,2022-09-01 01:09:33,0
290923,2022-09-01 01:10:33,0
290924,2022-09-01 01:11:33,0
290925,2022-09-01 01:12:33,0
290926,2022-09-01 01:13:33,0
290927,2022-09-01 01:14:33,0
290928,2022-09-01 01:15:33,0
290929,2022-09-01 01:16:33,0
290930,2022-09-01 01:17:33,0
290931,2022-09-01 01:18:33,0
290932,2022-09-01 01:19:36,0
290933,2022-09-01 01:20:36,0
290934,2022-09-01 01:21:36,0
290935,2022-09-01 01:22:36,0
290936,2022-09-01 01:23:36,0
290937,2022-09-01 01:24:36,0
290938,2022-09-01 01:25:36,0
290939,2022-09-01 01:26:36,0
290940,2022-09-01 01:27:36,0
290941,2022-09-01 01:28:36,0
290942,2022-09-01 01:29:36,0
290943,2022-09-01 01:30:36,0
290944,2022-09-01 01:31:36,0
290945,2022-09-01 01:32:36,0
290946,2022-09-01 01:33:36,0
290947,2022-09-01 01:34:36,0
290948,2022-09-01 01:35:36,0
290949,2022-09-01 01:36:36,0
290950,2022-09-01 01:37:36,0
290951,2022-09-01 01:38:36,0
290952,2022-09-01 01:39:36,0
290953,2022-09-01 01:40:36,0
290954,2022-09-01 01:41:36,0
290955,2022-09-01 01:42:36,0
290956,2022-09-01 01:43:36,0
290957,2022-09-01 01:44:39,0
290958,2022-09-01 01:45:39,0
290959,2022-09-01 01:46:39,0
290960,2022-09-01 01:47:39,0
290961,2022-09-01 01:48:39,0
290962,2022-09-01 01:49:39,0
290963,2022-09-01 01:50:39,0
290964,2022-09-01 01:51:39,0
290965,2022-09-01 01:52:39,0
290966,2022-09-01 01:53:39,0
290967,2022-09-01 01:54:39,0
290968,2022-09-01 01:55:39,0
290969,2022-09-01 01:56:39,0
290970,2022-09-01 01:57:39,0
290971,2022-09-01 01:58:39,0
290972,2022-09-01 01:59:39,0
290973,2022-09-01 02:00:39,0
290974,2022-09-01 02:01:39,0
290975,2022-09-01 02:02:39,0
290976,2022-09-01 02:03:39,0
290977,2022-09-01 02:04:39,0
290978,2022-09-01 02:05:39,0
290979,2022-09-01 02:06:39,0
290980,2022-09-01 02:07:39,0
290981,2022-09-01 02:08:39,0
290982,2022-09-01 02:09:42,0
290983,2022-09-01 02:10:42,0
290984,2022-09-01 02:11:42,0
290985,2022-09-01 02:12:42,0
290986,2022-09-01 02:13:42,0
290987,2022-09-01 02:14:42,0
290988,2022-09-01 02:15:42,0
290989,2022-09-01 02:16:42,0
290990,2022-09-01 02:17:42,0
290991,2022-09-01 02:18:42,0
290992,2022-09-01 02:19:42,0
290993,2022-09-01 02:20:42,0
290994,2022-09-01 02:21:42,0
290995,2022-09-01 02:22:47,0
290996,2022-09-01 02:23:53,0
290997,2022-09-01 02:24:57,0
290998,2022-09-01 02:26:02,0
290999,2022-09-01 02:27:02,0
291000,2022-09-01 02:28:02,0
291001,2022-09-01 02:29:02,0
291002,2022-09-01 02:30:02,0
291003,2022-09-01 02:31:02,0
291004,2022-09-01 02:32:02,0
291005,2022-09-01 02:33:02,0
291006,2022-09-01 02:34:02,0
291007,2022-09-01 02:35:02,0
291008,2022-09-01 02:36:02,0
291009,2022-09-01 02:37:02,0
291010,2022-09-01 02:38:02,0
