index,timestamp,LUX
81780,2022-04-01 00:00:23,1
81781,2022-04-01 00:01:23,0
81782,2022-04-01 00:02:23,1
81783,2022-04-01 00:03:23,1
81784,2022-04-01 00:04:23,0
81785,2022-04-01 00:05:23,0
81786,2022-04-01 00:06:23,0
81787,2022-04-01 00:07:23,0
81788,2022-04-01 00:08:23,0
81789,2022-04-01 00:09:23,0
81790,2022-04-01 00:10:23,0
81791,2022-04-01 00:11:23,0
81792,2022-04-01 00:12:23,0
81793,2022-04-01 00:13:23,0
81794,2022-04-01 00:14:23,0
81795,2022-04-01 00:15:23,0
81796,2022-04-01 00:16:23,0
81797,2022-04-01 00:17:23,0
81798,2022-04-01 00:18:23,0
81799,2022-04-01 00:19:26,0
81800,2022-04-01 00:20:26,0
81801,2022-04-01 00:21:26,0
81802,2022-04-01 00:22:26,0
81803,2022-04-01 00:23:26,0
81804,2022-04-01 00:24:26,0
81805,2022-04-01 00:25:26,0
81806,2022-04-01 00:26:26,0
81807,2022-04-01 00:27:26,0
81808,2022-04-01 00:28:26,0
81809,2022-04-01 00:29:26,0
81810,2022-04-01 00:30:26,0
81811,2022-04-01 00:31:26,0
81812,2022-04-01 00:32:26,0
81813,2022-04-01 00:33:26,0
81814,2022-04-01 00:34:26,0
81815,2022-04-01 00:35:26,0
81816,2022-04-01 00:36:26,0
81817,2022-04-01 00:37:26,0
81818,2022-04-01 00:38:26,0
81819,2022-04-01 00:39:26,0
81820,2022-04-01 00:40:26,0
81821,2022-04-01 00:41:26,0
81822,2022-04-01 00:42:26,0
81823,2022-04-01 00:43:26,0
81824,2022-04-01 00:44:29,0
81825,2022-04-01 00:45:29,0
81826,2022-04-01 00:46:29,0
81827,2022-04-01 00:47:29,0
81828,2022-04-01 00:48:29,0
81829,2022-04-01 00:49:29,0
81830,2022-04-01 00:50:29,0
81831,2022-04-01 00:51:29,0
81832,2022-04-01 00:52:29,0
81833,2022-04-01 00:53:29,0
81834,2022-04-01 00:54:29,0
81835,2022-04-01 00:55:29,0
81836,2022-04-01 00:56:29,0
81837,2022-04-01 00:57:29,0
81838,2022-04-01 00:58:29,0
81839,2022-04-01 00:59:29,0
81840,2022-04-01 01:00:29,0
81841,2022-04-01 01:01:29,0
81842,2022-04-01 01:02:29,0
81843,2022-04-01 01:03:29,0
81844,2022-04-01 01:04:29,0
81845,2022-04-01 01:05:29,0
81846,2022-04-01 01:06:29,0
81847,2022-04-01 01:07:29,0
81848,2022-04-01 01:08:29,0
81849,2022-04-01 01:09:32,0
81850,2022-04-01 01:10:32,0
81851,2022-04-01 01:11:32,0
81852,2022-04-01 01:12:32,0
81853,2022-04-01 01:13:32,0
81854,2022-04-01 01:14:32,0
81855,2022-04-01 01:15:32,0
81856,2022-04-01 01:16:32,0
81857,2022-04-01 01:17:32,0
81858,2022-04-01 01:18:32,0
81859,2022-04-01 01:19:32,0
81860,2022-04-01 01:20:32,0
81861,2022-04-01 01:21:32,0
81862,2022-04-01 01:22:32,0
81863,2022-04-01 01:23:32,0
81864,2022-04-01 01:24:32,0
81865,2022-04-01 01:25:32,0
81866,2022-04-01 01:26:32,0
81867,2022-04-01 01:27:32,0
81868,2022-04-01 01:28:32,0
81869,2022-04-01 01:29:32,0
81870,2022-04-01 01:30:32,0
81871,2022-04-01 01:31:32,0
81872,2022-04-01 01:32:32,0
81873,2022-04-01 01:33:32,0
81874,2022-04-01 01:34:36,0
81875,2022-04-01 01:35:36,0
81876,2022-04-01 01:36:36,0
81877,2022-04-01 01:37:36,0
81878,2022-04-01 01:38:36,0
81879,2022-04-01 01:39:36,0
81880,2022-04-01 01:40:36,0
81881,2022-04-01 01:41:36,0
81882,2022-04-01 01:42:36,0
81883,2022-04-01 01:43:36,0
81884,2022-04-01 01:44:36,0
81885,2022-04-01 01:45:36,0
81886,2022-04-01 01:46:36,0
81887,2022-04-01 01:47:36,0
81888,2022-04-01 01:48:36,0
81889,2022-04-01 01:49:36,0
81890,2022-04-01 01:50:36,0
81891,2022-04-01 01:51:36,0
81892,2022-04-01 01:52:36,0
81893,2022-04-01 01:53:36,0
81894,2022-04-01 01:54:36,0
81895,2022-04-01 01:55:36,0
81896,2022-04-01 01:56:36,0
81897,2022-04-01 01:57:36,0
81898,2022-04-01 01:58:36,0
81899,2022-04-01 01:59:39,0
81900,2022-04-01 02:00:39,0
81901,2022-04-01 02:01:39,0
81902,2022-04-01 02:02:39,0
81903,2022-04-01 02:03:39,0
81904,2022-04-01 02:04:39,0
81905,2022-04-01 02:05:39,0
81906,2022-04-01 02:06:39,0
81907,2022-04-01 02:07:39,0
81908,2022-04-01 02:08:39,0
81909,2022-04-01 02:09:39,0
81910,2022-04-01 02:10:39,0
81911,2022-04-01 02:11:39,0
81912,2022-04-01 02:12:39,0
81913,2022-04-01 02:13:39,0
81914,2022-04-01 02:14:39,0
81915,2022-04-01 02:15:39,0
81916,2022-04-01 02:16:39,0
81917,2022-04-01 02:17:39,0
81918,2022-04-01 02:18:39,0
81919,2022-04-01 02:19:39,0
81920,2022-04-01 02:20:39,0
81921,2022-04-01 02:21:39,0
81922,2022-04-01 02:22:39,0
81923,2022-04-01 02:23:39,0
81924,2022-04-01 02:24:42,0
81925,2022-04-01 02:25:42,0
81926,2022-04-01 02:26:42,0
81927,2022-04-01 02:27:42,0
81928,2022-04-01 02:28:42,0
81929,2022-04-01 02:29:42,0
81930,2022-04-01 02:30:42,0
81931,2022-04-01 02:31:42,0
81932,2022-04-01 02:32:42,0
81933,2022-04-01 02:33:42,0
81934,2022-04-01 02:34:42,0
81935,2022-04-01 02:35:42,0
81936,2022-04-01 02:36:42,0
81937,2022-04-01 02:37:42,0
81938,2022-04-01 02:38:42,0
81939,2022-04-01 02:39:42,0
81940,2022-04-01 02:40:42,0
81941,2022-04-01 02:41:42,0
81942,2022-04-01 02:42:42,0
81943,2022-04-01 02:43:42,0
81944,2022-04-01 02:44:42,0
81945,2022-04-01 02:45:42,0
81946,2022-04-01 02:46:42,0
81947,2022-04-01 02:47:42,0
81948,2022-04-01 02:48:42,0
