index,timestamp,AirTemperature
375258,2022-11-01 02:01:39,19.33
375259,2022-11-01 02:02:39,19.35
375260,2022-11-01 02:03:39,19.35
375261,2022-11-01 02:04:39,19.36
375262,2022-11-01 02:05:39,19.33
375263,2022-11-01 02:06:39,19.32
375264,2022-11-01 02:07:39,19.33
375265,2022-11-01 02:08:39,19.37
375266,2022-11-01 02:09:39,19.36
375267,2022-11-01 02:10:39,19.33
375268,2022-11-01 02:11:40,19.31
375269,2022-11-01 02:12:40,19.35
375270,2022-11-01 02:13:40,19.35
375271,2022-11-01 02:14:40,19.35
375272,2022-11-01 02:15:40,19.33
375273,2022-11-01 02:16:40,19.35
375274,2022-11-01 02:17:40,19.36
375275,2022-11-01 02:18:40,19.35
375276,2022-11-01 02:19:40,19.36
375277,2022-11-01 02:20:40,19.35
375278,2022-11-01 02:21:40,19.33
375279,2022-11-01 02:22:40,19.32
375280,2022-11-01 02:23:40,19.36
375281,2022-11-01 02:24:40,19.33
375282,2022-11-01 02:25:40,19.33
375283,2022-11-01 02:26:40,19.31
375284,2022-11-01 02:27:40,19.35
375285,2022-11-01 02:28:40,19.35
375286,2022-11-01 02:29:40,19.32
375287,2022-11-01 02:30:40,19.32
375288,2022-11-01 02:31:40,19.32
375289,2022-11-01 02:32:40,19.33
375290,2022-11-01 02:33:40,19.35
375291,2022-11-01 02:34:40,19.36
375292,2022-11-01 02:35:40,19.32
375293,2022-11-01 02:36:42,19.31
375294,2022-11-01 02:37:42,19.33
375295,2022-11-01 02:38:42,19.32
375296,2022-11-01 02:39:42,19.32
375297,2022-11-01 02:40:42,19.31
375298,2022-11-01 02:41:42,19.29
375299,2022-11-01 02:42:42,19.35
375300,2022-11-01 02:43:42,19.33
375301,2022-11-01 02:44:42,19.36
375302,2022-11-01 02:45:42,19.32
375303,2022-11-01 02:46:42,19.32
375304,2022-11-01 02:47:42,19.33
375305,2022-11-01 02:48:42,19.31
375306,2022-11-01 02:49:42,19.31
375307,2022-11-01 02:50:42,19.32
375308,2022-11-01 02:51:42,19.29
375309,2022-11-01 02:52:42,19.32
375310,2022-11-01 02:53:42,19.36
375311,2022-11-01 02:54:42,19.31
375312,2022-11-01 02:55:42,19.32
375313,2022-11-01 02:56:42,19.29
375314,2022-11-01 02:57:42,19.29
375315,2022-11-01 02:58:42,19.32
375316,2022-11-01 02:59:42,19.32
375317,2022-11-01 03:00:42,19.32
375318,2022-11-01 03:01:43,19.26
375319,2022-11-01 03:02:43,19.33
375320,2022-11-01 03:03:43,19.31
375321,2022-11-01 03:04:43,19.32
375322,2022-11-01 03:05:43,19.29
375323,2022-11-01 03:06:43,19.31
375324,2022-11-01 03:07:43,19.31
375325,2022-11-01 03:08:43,19.31
375326,2022-11-01 03:09:43,19.33
375327,2022-11-01 03:10:43,19.32
375328,2022-11-01 03:11:43,19.28
375329,2022-11-01 03:12:43,19.32
375330,2022-11-01 03:13:43,19.29
375331,2022-11-01 03:14:43,19.31
375332,2022-11-01 03:15:43,19.28
375333,2022-11-01 03:16:43,19.29
375334,2022-11-01 03:17:43,19.29
375335,2022-11-01 03:18:43,19.32
375336,2022-11-01 03:19:43,19.32
375337,2022-11-01 03:20:43,19.26
375338,2022-11-01 03:21:43,19.29
375339,2022-11-01 03:22:43,19.31
375340,2022-11-01 03:23:43,19.31
375341,2022-11-01 03:24:43,19.33
375342,2022-11-01 03:25:43,19.28
375343,2022-11-01 03:26:44,19.26
375344,2022-11-01 03:27:44,19.31
375345,2022-11-01 03:28:44,19.29
375346,2022-11-01 03:29:44,19.31
375347,2022-11-01 03:30:44,19.29
375348,2022-11-01 03:31:44,19.29
375349,2022-11-01 03:32:44,19.29
375350,2022-11-01 03:33:44,19.31
375351,2022-11-01 03:34:44,19.31
375352,2022-11-01 03:35:44,19.29
375353,2022-11-01 03:36:44,19.28
375354,2022-11-01 03:37:44,19.31
375355,2022-11-01 03:38:44,19.31
375356,2022-11-01 03:39:44,19.29
375357,2022-11-01 03:40:44,19.28
375358,2022-11-01 03:41:44,19.26
375359,2022-11-01 03:42:44,19.28
375360,2022-11-01 03:43:44,19.29
375361,2022-11-01 03:44:44,19.29
375362,2022-11-01 03:45:44,19.28
375363,2022-11-01 03:46:44,19.25
375364,2022-11-01 03:47:44,19.29
375365,2022-11-01 03:48:44,19.28
375366,2022-11-01 03:49:44,19.29
375367,2022-11-01 03:50:44,19.28
375368,2022-11-01 03:51:44,19.28
375369,2022-11-01 03:52:44,19.29
375370,2022-11-01 03:53:44,19.28
375371,2022-11-01 03:54:44,19.26
375372,2022-11-01 03:55:44,19.26
375373,2022-11-01 03:56:44,19.28
375374,2022-11-01 03:57:44,19.29
375375,2022-11-01 03:58:44,19.28
375376,2022-11-01 03:59:44,19.28
375377,2022-11-01 04:00:44,19.25
375378,2022-11-01 04:01:44,19.25
375379,2022-11-01 04:02:44,19.28
375380,2022-11-01 04:03:44,19.31
375381,2022-11-01 04:04:44,19.26
375382,2022-11-01 04:05:44,19.26
375383,2022-11-01 04:06:44,19.25
375384,2022-11-01 04:07:44,19.26
375385,2022-11-01 04:08:44,19.25
375386,2022-11-01 04:09:44,19.26
375387,2022-11-01 04:10:44,19.25
375388,2022-11-01 04:11:44,19.25
375389,2022-11-01 04:12:44,19.26
375390,2022-11-01 04:13:44,19.25
375391,2022-11-01 04:14:44,19.26
375392,2022-11-01 04:15:44,19.23
375393,2022-11-01 04:16:46,19.22
375394,2022-11-01 04:17:46,19.25
375395,2022-11-01 04:18:46,19.26
375396,2022-11-01 04:19:46,19.25
375397,2022-11-01 04:20:46,19.23
375398,2022-11-01 04:21:46,19.25
375399,2022-11-01 04:22:46,19.23
375400,2022-11-01 04:23:46,19.26
375401,2022-11-01 04:24:46,19.25
375402,2022-11-01 04:25:46,19.25
375403,2022-11-01 04:26:46,19.25
375404,2022-11-01 04:27:46,19.23
375405,2022-11-01 04:28:46,19.26
375406,2022-11-01 04:29:46,19.25
375407,2022-11-01 04:30:46,19.21
375408,2022-11-01 04:31:46,19.22
375409,2022-11-01 04:32:46,19.25
375410,2022-11-01 04:33:46,19.23
375411,2022-11-01 04:34:46,19.23
375412,2022-11-01 04:35:46,19.22
375413,2022-11-01 04:36:46,19.23
375414,2022-11-01 04:37:46,19.23
375415,2022-11-01 04:38:46,19.23
375416,2022-11-01 04:39:46,19.22
375417,2022-11-01 04:40:46,19.22
375418,2022-11-01 04:41:48,19.18
375419,2022-11-01 04:42:48,19.23
375420,2022-11-01 04:43:48,19.22
375421,2022-11-01 04:44:48,19.22
375422,2022-11-01 04:45:48,19.22
375423,2022-11-01 04:46:48,19.19
375424,2022-11-01 04:47:48,19.21
375425,2022-11-01 04:48:48,19.23
375426,2022-11-01 04:49:48,19.22
375427,2022-11-01 04:50:48,19.22
375428,2022-11-01 04:51:48,19.19
375429,2022-11-01 04:52:48,19.21
375430,2022-11-01 04:53:48,19.23
375431,2022-11-01 04:54:48,19.19
375432,2022-11-01 04:55:48,19.22
375433,2022-11-01 04:56:48,19.21
375434,2022-11-01 04:57:48,19.19
375435,2022-11-01 04:58:48,19.22
375436,2022-11-01 04:59:48,19.21
375437,2022-11-01 05:00:48,19.18
375438,2022-11-01 05:01:48,19.21
375439,2022-11-01 05:02:48,19.21
375440,2022-11-01 05:03:48,19.19
375441,2022-11-01 05:04:48,19.21
375442,2022-11-01 05:05:48,19.18
375443,2022-11-01 05:06:49,19.18
375444,2022-11-01 05:07:49,19.19
375445,2022-11-01 05:08:49,19.19
375446,2022-11-01 05:09:49,19.16
375447,2022-11-01 05:10:49,19.19
375448,2022-11-01 05:11:49,19.18
375449,2022-11-01 05:12:49,19.21
375450,2022-11-01 05:13:49,19.22
375451,2022-11-01 05:14:49,19.21
375452,2022-11-01 05:15:49,19.21
375453,2022-11-01 05:16:49,19.16
375454,2022-11-01 05:17:49,19.16
375455,2022-11-01 05:18:49,19.19
375456,2022-11-01 05:19:49,19.23
375457,2022-11-01 05:20:49,19.18
375458,2022-11-01 05:21:49,19.18
375459,2022-11-01 05:22:49,19.19
375460,2022-11-01 05:23:49,19.21
375461,2022-11-01 05:24:49,19.18
375462,2022-11-01 05:25:49,19.18
375463,2022-11-01 05:26:49,19.19
375464,2022-11-01 05:27:49,19.18
375465,2022-11-01 05:28:49,19.18
375466,2022-11-01 05:29:49,19.19
375467,2022-11-01 05:30:49,19.16
375468,2022-11-01 05:31:50,19.13
375469,2022-11-01 05:32:50,19.13
375470,2022-11-01 05:33:50,19.18
375471,2022-11-01 05:34:50,19.15
375472,2022-11-01 05:35:50,19.16
375473,2022-11-01 05:36:50,19.16
375474,2022-11-01 05:37:50,19.18
375475,2022-11-01 05:38:50,19.18
375476,2022-11-01 05:39:50,19.18
375477,2022-11-01 05:40:50,19.15
375478,2022-11-01 05:41:50,19.13
375479,2022-11-01 05:42:50,19.16
375480,2022-11-01 05:43:50,19.16
375481,2022-11-01 05:44:50,19.15
375482,2022-11-01 05:45:50,19.16
375483,2022-11-01 05:46:50,19.13
375484,2022-11-01 05:47:50,19.15
375485,2022-11-01 05:48:50,19.18
375486,2022-11-01 05:49:50,19.13
375487,2022-11-01 05:50:50,19.15
375488,2022-11-01 05:51:50,19.12
375489,2022-11-01 05:52:50,19.13
375490,2022-11-01 05:53:50,19.16
375491,2022-11-01 05:54:50,19.16
375492,2022-11-01 05:55:50,19.15
375493,2022-11-01 05:56:51,19.12
375494,2022-11-01 05:57:51,19.15
375495,2022-11-01 05:58:51,19.13
375496,2022-11-01 05:59:51,19.13
375497,2022-11-01 06:00:51,19.13
375498,2022-11-01 06:01:51,19.12
375499,2022-11-01 06:02:51,19.15
375500,2022-11-01 06:03:51,19.15
375501,2022-11-01 06:04:51,19.13
375502,2022-11-01 06:05:51,19.13
375503,2022-11-01 06:06:51,19.11
375504,2022-11-01 06:07:51,19.13
375505,2022-11-01 06:08:51,19.15
375506,2022-11-01 06:09:51,19.13
375507,2022-11-01 06:10:51,19.09
375508,2022-11-01 06:11:51,19.11
375509,2022-11-01 06:12:51,19.12
375510,2022-11-01 06:13:51,19.15
375511,2022-11-01 06:14:51,19.12
375512,2022-11-01 06:15:51,19.09
375513,2022-11-01 06:16:51,19.11
375514,2022-11-01 06:17:51,19.13
375515,2022-11-01 06:18:51,19.12
375516,2022-11-01 06:19:51,19.11
375517,2022-11-01 06:20:51,19.12
375518,2022-11-01 06:21:53,19.08
375519,2022-11-01 06:22:53,19.11
375520,2022-11-01 06:23:53,19.13
375521,2022-11-01 06:24:53,19.11
375522,2022-11-01 06:25:53,19.09
375523,2022-11-01 06:26:53,19.09
375524,2022-11-01 06:27:53,19.12
375525,2022-11-01 06:28:53,19.12
375526,2022-11-01 06:29:53,19.12
375527,2022-11-01 06:30:53,19.09
375528,2022-11-01 06:31:53,19.09
375529,2022-11-01 06:32:53,19.11
375530,2022-11-01 06:33:53,19.11
375531,2022-11-01 06:34:53,19.08
375532,2022-11-01 06:35:53,19.11
375533,2022-11-01 06:36:53,19.09
375534,2022-11-01 06:37:53,19.11
375535,2022-11-01 06:38:53,19.11
375536,2022-11-01 06:39:53,19.09
375537,2022-11-01 06:40:53,19.08
375538,2022-11-01 06:41:53,19.09
375539,2022-11-01 06:42:53,19.12
375540,2022-11-01 06:43:53,19.12
375541,2022-11-01 06:44:53,19.09
375542,2022-11-01 06:45:53,19.08
375543,2022-11-01 06:46:54,19.03
375544,2022-11-01 06:47:54,19.08
375545,2022-11-01 06:48:54,19.09
375546,2022-11-01 06:49:54,19.03
375547,2022-11-01 06:50:54,19.08
375548,2022-11-01 06:51:54,19.08
375549,2022-11-01 06:52:54,19.08
375550,2022-11-01 06:53:54,19.08
375551,2022-11-01 06:54:54,19.09
375552,2022-11-01 06:55:54,19.06
375553,2022-11-01 06:56:54,19.06
375554,2022-11-01 06:57:54,19.06
375555,2022-11-01 06:58:54,19.06
375556,2022-11-01 06:59:54,19.08
375557,2022-11-01 07:00:54,19.06
375558,2022-11-01 07:01:54,19.03
375559,2022-11-01 07:02:54,19.05
375560,2022-11-01 07:03:54,19.06
375561,2022-11-01 07:04:54,19.05
375562,2022-11-01 07:05:54,19.06
375563,2022-11-01 07:06:54,19.05
375564,2022-11-01 07:07:54,19.03
375565,2022-11-01 07:08:54,19.06
375566,2022-11-01 07:09:54,19.06
375567,2022-11-01 07:10:54,19.03
375568,2022-11-01 07:11:55,19.01
375569,2022-11-01 07:12:55,19.03
375570,2022-11-01 07:13:55,19.06
375571,2022-11-01 07:14:55,19.06
375572,2022-11-01 07:15:55,19.03
375573,2022-11-01 07:16:55,19.03
375574,2022-11-01 07:17:55,19.03
375575,2022-11-01 07:18:55,19.05
375576,2022-11-01 07:19:55,19.01
375577,2022-11-01 07:20:55,19.05
375578,2022-11-01 07:21:55,19.02
375579,2022-11-01 07:22:55,19.03
375580,2022-11-01 07:23:55,19.02
375581,2022-11-01 07:24:55,19.05
375582,2022-11-01 07:25:55,19.03
375583,2022-11-01 07:26:55,19.05
375584,2022-11-01 07:27:55,19.05
375585,2022-11-01 07:28:55,19.06
375586,2022-11-01 07:29:55,19.05
375587,2022-11-01 07:30:55,19.05
375588,2022-11-01 07:31:55,19.02
375589,2022-11-01 07:32:55,19.02
375590,2022-11-01 07:33:55,19.05
375591,2022-11-01 07:34:55,19.03
375592,2022-11-01 07:35:55,19.03
375593,2022-11-01 07:36:56,19.01
375594,2022-11-01 07:37:56,19.02
375595,2022-11-01 07:38:56,19.06
375596,2022-11-01 07:39:56,19.03
375597,2022-11-01 07:40:56,19.03
375598,2022-11-01 07:41:56,19.01
375599,2022-11-01 07:42:56,19.01
375600,2022-11-01 07:43:56,19.02
375601,2022-11-01 07:44:56,19.03
375602,2022-11-01 07:45:56,19.01
375603,2022-11-01 07:46:56,18.99
375604,2022-11-01 07:47:56,19.02
375605,2022-11-01 07:48:56,19.01
375606,2022-11-01 07:49:56,18.98
375607,2022-11-01 07:50:56,19.01
375608,2022-11-01 07:51:56,19.02
375609,2022-11-01 07:52:56,19.02
375610,2022-11-01 07:53:56,18.98
375611,2022-11-01 07:54:56,19.02
375612,2022-11-01 07:55:56,18.98
375613,2022-11-01 07:56:56,18.98
375614,2022-11-01 07:57:56,18.99
375615,2022-11-01 07:58:56,18.99
375616,2022-11-01 07:59:56,18.99
375617,2022-11-01 08:00:56,18.99
375618,2022-11-01 08:01:57,18.96
375619,2022-11-01 08:02:57,18.99
375620,2022-11-01 08:03:57,18.96
375621,2022-11-01 08:04:57,18.96
375622,2022-11-01 08:05:57,18.99
375623,2022-11-01 08:06:57,18.98
375624,2022-11-01 08:07:57,18.98
375625,2022-11-01 08:08:57,18.98
375626,2022-11-01 08:09:57,18.99
375627,2022-11-01 08:10:57,18.98
375628,2022-11-01 08:11:57,18.96
375629,2022-11-01 08:12:57,18.98
375630,2022-11-01 08:13:57,18.98
375631,2022-11-01 08:14:57,18.98
375632,2022-11-01 08:15:57,18.98
375633,2022-11-01 08:16:57,18.95
375634,2022-11-01 08:17:57,18.98
375635,2022-11-01 08:18:57,18.96
375636,2022-11-01 08:19:57,18.98
375637,2022-11-01 08:20:57,18.93
375638,2022-11-01 08:21:57,18.95
375639,2022-11-01 08:22:57,18.96
375640,2022-11-01 08:23:57,18.95
375641,2022-11-01 08:24:57,18.96
375642,2022-11-01 08:25:57,18.95
375643,2022-11-01 08:26:58,18.92
375644,2022-11-01 08:27:58,18.95
375645,2022-11-01 08:28:58,18.96
375646,2022-11-01 08:29:58,18.95
375647,2022-11-01 08:30:58,18.96
375648,2022-11-01 08:31:58,18.93
375649,2022-11-01 08:32:58,18.96
375650,2022-11-01 08:33:58,18.98
375651,2022-11-01 08:34:58,18.96
375652,2022-11-01 08:35:58,18.91
375653,2022-11-01 08:36:58,18.92
375654,2022-11-01 08:37:58,18.93
375655,2022-11-01 08:38:58,18.96
375656,2022-11-01 08:39:58,18.95
375657,2022-11-01 08:40:58,18.92
375658,2022-11-01 08:41:58,18.91
375659,2022-11-01 08:42:58,18.93
375660,2022-11-01 08:43:58,18.93
375661,2022-11-01 08:44:58,18.93
375662,2022-11-01 08:45:58,18.93
375663,2022-11-01 08:46:58,18.91
375664,2022-11-01 08:47:58,18.93
375665,2022-11-01 08:48:58,18.92
375666,2022-11-01 08:49:58,18.93
375667,2022-11-01 08:50:58,18.93
375668,2022-11-01 08:51:59,18.88
375669,2022-11-01 08:52:59,18.92
375670,2022-11-01 08:53:59,18.89
375671,2022-11-01 08:54:59,18.95
375672,2022-11-01 08:55:59,18.93
375673,2022-11-01 08:56:59,18.89
375674,2022-11-01 08:57:59,18.91
375675,2022-11-01 08:58:59,18.91
375676,2022-11-01 08:59:59,18.92
375677,2022-11-01 09:00:59,18.89
375678,2022-11-01 09:01:59,18.88
375679,2022-11-01 09:02:59,18.89
375680,2022-11-01 09:03:59,18.93
375681,2022-11-01 09:04:59,18.89
375682,2022-11-01 09:05:59,18.89
375683,2022-11-01 09:06:59,18.88
375684,2022-11-01 09:07:59,18.89
375685,2022-11-01 09:08:59,18.91
375686,2022-11-01 09:09:59,18.89
375687,2022-11-01 09:10:59,18.89
375688,2022-11-01 09:11:59,18.85
375689,2022-11-01 09:12:59,18.89
375690,2022-11-01 09:13:59,18.88
375691,2022-11-01 09:14:59,18.86
375692,2022-11-01 09:15:59,18.89
375693,2022-11-01 09:17:00,18.88
375694,2022-11-01 09:18:00,18.91
375695,2022-11-01 09:19:00,18.91
375696,2022-11-01 09:20:00,18.91
375697,2022-11-01 09:21:00,18.86
375698,2022-11-01 09:22:00,18.85
375699,2022-11-01 09:23:00,18.88
375700,2022-11-01 09:24:00,18.89
375701,2022-11-01 09:25:00,18.89
375702,2022-11-01 09:26:00,18.88
375703,2022-11-01 09:27:00,18.85
375704,2022-11-01 09:28:00,18.89
375705,2022-11-01 09:29:00,18.89
375706,2022-11-01 09:30:00,18.88
375707,2022-11-01 09:31:00,18.88
375708,2022-11-01 09:32:00,18.86
375709,2022-11-01 09:33:00,18.85
375710,2022-11-01 09:34:00,18.86
375711,2022-11-01 09:35:00,18.85
375712,2022-11-01 09:36:00,18.85
375713,2022-11-01 09:37:00,18.82
375714,2022-11-01 09:38:00,18.84
375715,2022-11-01 09:39:00,18.85
375716,2022-11-01 09:40:00,18.85
375717,2022-11-01 09:41:00,18.82
375718,2022-11-01 09:42:01,18.81
375719,2022-11-01 09:43:01,18.84
375720,2022-11-01 09:44:01,18.85
375721,2022-11-01 09:45:01,18.85
375722,2022-11-01 09:46:01,18.85
375723,2022-11-01 09:47:01,18.84
375724,2022-11-01 09:48:01,18.85
375725,2022-11-01 09:49:01,18.85
375726,2022-11-01 09:50:01,18.84
375727,2022-11-01 09:51:01,18.84
375728,2022-11-01 09:52:01,18.8
375729,2022-11-01 09:53:01,18.82
375730,2022-11-01 09:54:01,18.84
375731,2022-11-01 09:55:01,18.85
375732,2022-11-01 09:56:01,18.84
375733,2022-11-01 09:57:01,18.82
375734,2022-11-01 09:58:01,18.81
375735,2022-11-01 09:59:01,18.85
375736,2022-11-01 10:00:01,18.81
375737,2022-11-01 10:01:01,18.8
375738,2022-11-01 10:02:01,18.8
375739,2022-11-01 10:03:01,18.82
375740,2022-11-01 10:04:01,18.8
375741,2022-11-01 10:05:01,18.81
375742,2022-11-01 10:06:01,18.81
375743,2022-11-01 10:07:02,18.78
375744,2022-11-01 10:08:02,18.8
375745,2022-11-01 10:09:02,18.81
375746,2022-11-01 10:10:02,18.78
375747,2022-11-01 10:11:02,18.77
375748,2022-11-01 10:12:02,18.8
375749,2022-11-01 10:13:02,18.78
375750,2022-11-01 10:14:02,18.82
375751,2022-11-01 10:15:02,18.8
375752,2022-11-01 10:16:02,18.77
375753,2022-11-01 10:17:02,18.78
375754,2022-11-01 10:18:02,18.78
375755,2022-11-01 10:19:02,18.8
375756,2022-11-01 10:20:02,18.78
375757,2022-11-01 10:21:02,18.77
375758,2022-11-01 10:22:02,18.77
375759,2022-11-01 10:23:02,18.78
375760,2022-11-01 10:24:02,18.78
375761,2022-11-01 10:25:02,18.8
375762,2022-11-01 10:26:02,18.75
375763,2022-11-01 10:27:02,18.75
375764,2022-11-01 10:28:02,18.77
375765,2022-11-01 10:29:02,18.75
375766,2022-11-01 10:30:02,18.77
375767,2022-11-01 10:31:02,18.78
375768,2022-11-01 10:32:03,18.75
375769,2022-11-01 10:33:03,18.77
375770,2022-11-01 10:34:03,18.77
375771,2022-11-01 10:35:03,18.75
375772,2022-11-01 10:36:03,18.74
375773,2022-11-01 10:37:03,18.74
375774,2022-11-01 10:38:03,18.77
375775,2022-11-01 10:39:03,18.77
375776,2022-11-01 10:40:03,18.75
375777,2022-11-01 10:41:03,18.75
375778,2022-11-01 10:42:03,18.72
375779,2022-11-01 10:43:03,18.74
375780,2022-11-01 10:44:03,18.75
375781,2022-11-01 10:45:03,18.72
375782,2022-11-01 10:46:03,18.77
375783,2022-11-01 10:47:03,18.71
375784,2022-11-01 10:48:03,18.75
375785,2022-11-01 10:49:03,18.74
375786,2022-11-01 10:50:03,18.75
375787,2022-11-01 10:51:03,18.74
375788,2022-11-01 10:52:03,18.71
375789,2022-11-01 10:53:03,18.74
375790,2022-11-01 10:54:03,18.74
375791,2022-11-01 10:55:03,18.71
375792,2022-11-01 10:56:03,18.71
375793,2022-11-01 10:57:04,18.71
375794,2022-11-01 10:58:04,18.71
375795,2022-11-01 10:59:04,18.75
375796,2022-11-01 11:00:04,18.71
375797,2022-11-01 11:01:04,18.71
375798,2022-11-01 11:02:04,18.71
375799,2022-11-01 11:03:04,18.72
375800,2022-11-01 11:04:04,18.71
375801,2022-11-01 11:05:04,18.7
375802,2022-11-01 11:06:04,18.71
375803,2022-11-01 11:07:04,18.68
375804,2022-11-01 11:08:04,18.7
375805,2022-11-01 11:09:04,18.71
375806,2022-11-01 11:10:04,18.7
375807,2022-11-01 11:11:04,18.7
375808,2022-11-01 11:12:04,18.7
375809,2022-11-01 11:13:04,18.67
375810,2022-11-01 11:14:04,18.7
375811,2022-11-01 11:15:04,18.67
375812,2022-11-01 11:16:04,18.67
375813,2022-11-01 11:17:04,18.65
375814,2022-11-01 11:18:04,18.68
375815,2022-11-01 11:19:04,18.68
375816,2022-11-01 11:20:04,18.68
375817,2022-11-01 11:21:04,18.71
375818,2022-11-01 11:22:05,18.67
375819,2022-11-01 11:23:05,18.68
375820,2022-11-01 11:24:05,18.68
375821,2022-11-01 11:25:05,18.7
375822,2022-11-01 11:26:05,18.67
375823,2022-11-01 11:27:05,18.65
375824,2022-11-01 11:28:05,18.7
375825,2022-11-01 11:29:05,18.68
375826,2022-11-01 11:30:05,18.7
375827,2022-11-01 11:31:05,18.7
375828,2022-11-01 11:32:05,18.64
375829,2022-11-01 11:33:05,18.7
375830,2022-11-01 11:34:05,18.68
375831,2022-11-01 11:35:05,18.68
375832,2022-11-01 11:36:05,18.65
375833,2022-11-01 11:37:05,18.65
375834,2022-11-01 11:38:05,18.65
